,predict,relation
19390,xEffect,xEffect
19391,oWant,xWant
19392,xIntent,oWant
19393,xIntent,xIntent
19394,oEffect,xReact
19395,xIntent,oEffect
19396,xNeed,xReact
19397,xIntent,xNeed
19398,xIntent,xIntent
19399,xReact,xWant
19400,xAttr,xReact
19401,xIntent,oWant
19402,xEffect,xAttr
19403,xAttr,xReact
19404,xIntent,xAttr
19405,xIntent,xNeed
19406,xIntent,xIntent
19407,xIntent,xNeed
19408,xIntent,xAttr
19409,xWant,xNeed
19410,xReact,xEffect
19411,xAttr,xReact
19412,xEffect,xAttr
19413,xIntent,xNeed
19414,xEffect,xAttr
19415,xNeed,xWant
19416,xIntent,xWant
19417,xAttr,xAttr
19418,xEffect,oEffect
19419,xAttr,xIntent
19420,xNeed,xAttr
19421,oWant,xWant
19422,xIntent,xEffect
19423,oEffect,xEffect
19424,xIntent,xAttr
19425,xIntent,xIntent
19426,xWant,xWant
19427,xWant,xEffect
19428,xIntent,xWant
19429,xEffect,xAttr
19430,xIntent,xReact
19431,xIntent,oReact
19432,xAttr,xEffect
19433,xIntent,xNeed
19434,xNeed,xAttr
19435,xEffect,xEffect
19436,xAttr,xAttr
19437,xIntent,xReact
19438,oEffect,xReact
19439,xIntent,xIntent
19440,oEffect,oEffect
19441,xIntent,xEffect
19442,xNeed,xEffect
19443,xEffect,xAttr
19444,xIntent,xIntent
19445,xIntent,xWant
19446,xIntent,xAttr
19447,xIntent,oWant
19448,xNeed,oReact
19449,xAttr,xReact
19450,xEffect,xReact
19451,xWant,oEffect
19452,xIntent,xIntent
19453,xWant,xWant
19454,xAttr,xAttr
19455,oWant,oWant
19456,oEffect,xWant
19457,xIntent,xAttr
19458,oEffect,xEffect
19459,oEffect,xWant
19460,xIntent,xNeed
19461,xEffect,xAttr
19462,xEffect,xEffect
19463,xEffect,xEffect
19464,xEffect,xAttr
19465,oEffect,xEffect
19466,xIntent,xWant
19467,xIntent,oWant
19468,oWant,xWant
19469,oReact,oEffect
19470,xReact,oReact
19471,xNeed,xAttr
19472,xWant,xNeed
19473,xAttr,xIntent
19474,xIntent,xWant
19475,xWant,xIntent
19476,oEffect,xWant
19477,xIntent,xIntent
19478,xEffect,oReact
19479,xAttr,xAttr
19480,xAttr,xAttr
19481,xIntent,xWant
19482,xEffect,xReact
19483,xAttr,xReact
19484,xEffect,oReact
19485,xIntent,xNeed
19486,xAttr,xAttr
19487,xIntent,xNeed
19488,xIntent,xNeed
19489,xIntent,xNeed
19490,NA,xWant
19491,xEffect,xAttr
19492,xIntent,oReact
19493,xIntent,xWant
19494,xAttr,xWant
19495,xIntent,oWant
19496,xReact,xReact
19497,xEffect,xEffect
19498,xAttr,xAttr
19499,xAttr,xReact
19500,xAttr,xAttr
19501,xEffect,xReact
19502,xIntent,xWant
19503,xNeed,xReact
19504,xAttr,xAttr
19505,xEffect,xEffect
19506,xWant,xEffect
19507,oReact,xEffect
19508,xAttr,xAttr
19509,xIntent,xNeed
19510,xIntent,xIntent
19511,xWant,xWant
19512,xEffect,xAttr
19513,xReact,oWant
19514,xIntent,xIntent
19515,xNeed,oReact
19516,oReact,xEffect
19517,xIntent,xAttr
19518,xIntent,xWant
19519,xReact,xEffect
19520,xReact,xEffect
19521,xEffect,oEffect
19522,xIntent,xAttr
19523,xIntent,oWant
19524,xEffect,xEffect
19525,xIntent,xReact
19526,xIntent,xEffect
19527,xIntent,xIntent
19528,xEffect,xReact
19529,xIntent,xWant
19530,xIntent,oWant
19531,xIntent,xEffect
19532,xAttr,xReact
19533,xIntent,xIntent
19534,xReact,xReact
19535,xIntent,xIntent
19536,xIntent,xNeed
19537,xAttr,xReact
19538,xIntent,xReact
19539,xAttr,xAttr
19540,xIntent,xReact
19541,xIntent,xWant
19542,xEffect,oEffect
19543,xIntent,xReact
19544,xNeed,xIntent
19545,xIntent,xWant
19546,xIntent,oWant
19547,xIntent,xNeed
19548,oEffect,xReact
19549,xIntent,xNeed
19550,xIntent,xNeed
19551,xAttr,xReact
19552,xEffect,xEffect
19553,xAttr,xReact
19554,oReact,xNeed
19555,xAttr,xReact
19556,xWant,xWant
19557,xEffect,xAttr
19558,xAttr,xReact
19559,xAttr,xEffect
19560,xAttr,xAttr
19561,xAttr,xAttr
19562,oEffect,xWant
19563,xAttr,xReact
19564,xIntent,oWant
19565,oReact,oReact
19566,xAttr,xAttr
19567,xIntent,xNeed
19568,oEffect,xReact
19569,xIntent,xIntent
19570,xAttr,xAttr
19571,NA,xWant
19572,xReact,oWant
19573,xNeed,xNeed
19574,xEffect,xIntent
19575,xIntent,xEffect
19576,xIntent,xWant
19577,xIntent,xWant
19578,xEffect,xEffect
19579,xWant,xNeed
19580,xEffect,xEffect
19581,xAttr,xEffect
19582,xIntent,xIntent
19583,xIntent,xAttr
19584,xAttr,xAttr
19585,xIntent,xWant
19586,xIntent,xNeed
19587,xIntent,xIntent
19588,xAttr,xEffect
19589,xIntent,xIntent
19590,oWant,xNeed
19591,xIntent,xNeed
19592,xIntent,xWant
19593,xIntent,xEffect
19594,xWant,xReact
19595,xEffect,xReact
19596,xIntent,xWant
19597,xAttr,oEffect
19598,xIntent,xWant
19599,xEffect,xReact
19600,xIntent,oWant
19601,xIntent,xWant
19602,xAttr,xAttr
19603,xIntent,xWant
19604,xIntent,xWant
19605,oReact,xWant
19606,xIntent,oWant
19607,xAttr,xAttr
19608,xIntent,xIntent
19609,xIntent,xNeed
19610,xIntent,xAttr
19611,xIntent,xWant
19612,xEffect,xEffect
19613,xAttr,xReact
19614,xIntent,xWant
19615,oEffect,xIntent
19616,xWant,xWant
19617,xWant,xIntent
19618,xReact,xReact
19619,xIntent,xWant
19620,xAttr,xReact
19621,xAttr,xAttr
19622,xIntent,xNeed
19623,xAttr,xWant
19624,xReact,xReact
19625,xEffect,xAttr
19626,xNeed,xAttr
19627,xAttr,xAttr
19628,xNeed,xEffect
19629,xIntent,xIntent
19630,oReact,xReact
19631,xEffect,xEffect
19632,xIntent,xIntent
19633,xIntent,xWant
19634,xEffect,oEffect
19635,xIntent,xWant
19636,xEffect,xEffect
19637,oEffect,xNeed
19638,xReact,xReact
19639,xAttr,xIntent
19640,xAttr,xReact
19641,xEffect,xIntent
19642,xIntent,xNeed
19643,xEffect,xAttr
19644,xIntent,xAttr
19645,oEffect,xReact
19646,xAttr,xAttr
19647,xIntent,xIntent
19648,xNeed,xAttr
19649,xEffect,xEffect
19650,xIntent,xIntent
19651,xEffect,xAttr
19652,xIntent,oWant
19653,xAttr,xAttr
19654,xIntent,xReact
19655,xAttr,xAttr
19656,xIntent,xIntent
19657,xNeed,xEffect
19658,xReact,xAttr
19659,xIntent,xAttr
19660,xEffect,xAttr
19661,xIntent,xIntent
19662,xAttr,xReact
19663,xIntent,xWant
19664,xIntent,xIntent
19665,xEffect,oReact
19666,xEffect,xReact
19667,xEffect,xAttr
19668,xIntent,oWant
19669,xAttr,xAttr
19670,xAttr,xAttr
19671,xIntent,xReact
19672,xAttr,xAttr
19673,xAttr,xEffect
19674,xWant,xWant
19675,xIntent,xReact
19676,xIntent,xIntent
19677,xIntent,xNeed
19678,xEffect,xEffect
19679,xAttr,xReact
19680,xAttr,xAttr
19681,xWant,oWant
19682,xEffect,xEffect
19683,xIntent,xWant
19684,xEffect,xAttr
19685,xIntent,oWant
19686,xIntent,xIntent
19687,xReact,xReact
19688,xAttr,xAttr
19689,xEffect,xReact
19690,xReact,xNeed
19691,xIntent,oReact
19692,xNeed,xEffect
19693,xEffect,xReact
19694,xReact,xReact
19695,xIntent,xReact
19696,xIntent,oWant
19697,xEffect,xReact
19698,xIntent,xIntent
19699,xIntent,xNeed
19700,xAttr,xReact
19701,xIntent,xIntent
19702,xWant,oWant
19703,xIntent,xIntent
19704,xAttr,xReact
19705,xIntent,xIntent
19706,xIntent,oEffect
19707,xIntent,xEffect
19708,xWant,xReact
19709,xReact,oWant
19710,xNeed,xEffect
19711,xIntent,xIntent
19712,xIntent,xWant
19713,xAttr,oReact
19714,xNeed,xEffect
19715,xReact,xIntent
19716,oEffect,xEffect
19717,xAttr,xEffect
19718,xAttr,xAttr
19719,xIntent,xNeed
19720,xEffect,xEffect
19721,xEffect,xEffect
19722,xEffect,xEffect
19723,xEffect,xReact
19724,xAttr,xWant
19725,xIntent,xIntent
19726,xIntent,xEffect
19727,xIntent,xNeed
19728,xNeed,xNeed
19729,xIntent,xAttr
19730,xIntent,xEffect
19731,xEffect,xEffect
19732,xIntent,oWant
19733,xIntent,xIntent
19734,xIntent,xNeed
19735,xWant,oEffect
19736,xReact,oWant
19737,xAttr,xAttr
19738,oEffect,xAttr
19739,xIntent,oEffect
19740,xAttr,xEffect
19741,xWant,xAttr
19742,xIntent,xAttr
19743,xIntent,xIntent
19744,xReact,oWant
19745,xWant,xWant
19746,xIntent,xReact
19747,xIntent,xNeed
19748,xIntent,xReact
19749,xAttr,oReact
19750,oReact,oEffect
19751,xIntent,xAttr
19752,xIntent,xIntent
19753,xIntent,oWant
19754,xIntent,xWant
19755,xIntent,oWant
19756,xAttr,xEffect
19757,xAttr,xAttr
19758,oReact,oWant
19759,xAttr,xEffect
19760,xIntent,xNeed
19761,xEffect,xReact
19762,xIntent,xReact
19763,oReact,xEffect
19764,xIntent,xWant
19765,xAttr,oReact
19766,xWant,xNeed
19767,xIntent,xIntent
19768,xEffect,xReact
19769,xEffect,xAttr
19770,xAttr,xReact
19771,xIntent,xAttr
19772,oReact,oWant
19773,xIntent,xIntent
19774,oReact,xWant
19775,xAttr,xReact
19776,xAttr,xIntent
19777,xAttr,xReact
19778,xAttr,xEffect
19779,xIntent,oWant
19780,xIntent,xWant
19781,xWant,xEffect
19782,oEffect,oReact
19783,xIntent,xAttr
19784,xIntent,xIntent
19785,xAttr,oReact
19786,xEffect,xReact
19787,xNeed,xAttr
19788,xEffect,xReact
19789,xEffect,xAttr
19790,xReact,xIntent
19791,xReact,xWant
19792,xWant,xIntent
19793,xEffect,xReact
19794,xIntent,xIntent
19795,xAttr,oWant
19796,xIntent,xIntent
19797,oEffect,xAttr
19798,xIntent,xReact
19799,xWant,xNeed
19800,xIntent,oWant
19801,xWant,xAttr
19802,xIntent,xWant
19803,xIntent,xWant
19804,xEffect,xEffect
19805,xReact,oEffect
19806,xWant,xEffect
19807,xAttr,xEffect
19808,xIntent,oWant
19809,xAttr,xAttr
19810,xEffect,xEffect
19811,xNeed,xAttr
19812,xAttr,xAttr
19813,xIntent,xEffect
19814,xEffect,oEffect
19815,xAttr,xAttr
19816,xEffect,xReact
19817,xIntent,xAttr
19818,xIntent,xNeed
19819,xIntent,xNeed
19820,xIntent,xNeed
19821,xReact,oWant
19822,oReact,xIntent
19823,xEffect,xWant
19824,xIntent,oWant
19825,xAttr,xAttr
19826,xWant,xEffect
19827,xWant,xWant
19828,xAttr,xReact
19829,xReact,oWant
19830,xNeed,xWant
19831,xIntent,xReact
19832,xIntent,xWant
19833,xAttr,xReact
19834,xIntent,xNeed
19835,xAttr,oReact
19836,xIntent,xWant
19837,xEffect,oReact
19838,xAttr,xAttr
19839,xEffect,xEffect
19840,xWant,xAttr
19841,xIntent,xIntent
19842,xAttr,xReact
19843,xIntent,xEffect
19844,xWant,xReact
19845,xEffect,xAttr
19846,oWant,oWant
19847,xIntent,xAttr
19848,xAttr,xAttr
19849,xIntent,xNeed
19850,xIntent,xWant
19851,xIntent,xWant
19852,xNeed,xAttr
19853,xIntent,xWant
19854,xAttr,xAttr
19855,NA,xEffect
19856,oReact,oWant
19857,xIntent,xAttr
19858,xReact,oReact
19859,xIntent,xIntent
19860,oEffect,xEffect
19861,xIntent,xIntent
19862,xIntent,xWant
19863,xIntent,oWant
19864,xIntent,xNeed
19865,xIntent,xWant
19866,xIntent,oReact
19867,oEffect,xReact
19868,xIntent,xNeed
19869,xIntent,xIntent
19870,xIntent,xWant
19871,xWant,xWant
19872,xAttr,xNeed
19873,xIntent,xEffect
19874,xIntent,xWant
19875,xIntent,xEffect
19876,xAttr,xReact
19877,xIntent,xReact
19878,xAttr,xAttr
19879,xAttr,xAttr
19880,xWant,xNeed
19881,xWant,xAttr
19882,xIntent,oWant
19883,xAttr,xAttr
19884,xIntent,xWant
19885,xIntent,xNeed
19886,xIntent,xIntent
19887,xEffect,xReact
19888,xAttr,xWant
19889,xReact,xWant
19890,xAttr,oReact
19891,oWant,xAttr
19892,xIntent,xIntent
19893,oWant,xEffect
19894,xEffect,xEffect
19895,xIntent,xReact
19896,xIntent,oWant
19897,xIntent,xNeed
19898,xIntent,xNeed
19899,xWant,xWant
19900,xNeed,xReact
19901,xIntent,oWant
19902,xReact,xWant
19903,oReact,xAttr
19904,NA,xIntent
19905,xIntent,oWant
19906,xEffect,xAttr
19907,xNeed,xWant
19908,xWant,xEffect
19909,xWant,xAttr
19910,xWant,xReact
19911,xIntent,xIntent
19912,xIntent,xWant
19913,xNeed,xIntent
19914,xEffect,xWant
19915,xIntent,xIntent
19916,xEffect,xAttr
19917,xIntent,xWant
19918,xIntent,xWant
19919,xIntent,xNeed
19920,xIntent,xIntent
19921,xEffect,xNeed
19922,xIntent,xIntent
19923,xWant,oWant
19924,oEffect,oEffect
19925,xAttr,xReact
19926,xIntent,xWant
19927,xWant,xWant
19928,xIntent,xNeed
19929,xWant,xWant
19930,xEffect,oReact
19931,xWant,xIntent
19932,xReact,xEffect
19933,xIntent,xNeed
19934,xAttr,xAttr
19935,xIntent,xAttr
19936,xIntent,xIntent
19937,xEffect,xEffect
19938,xIntent,oWant
19939,xNeed,oEffect
19940,xIntent,xWant
19941,xIntent,oWant
19942,xIntent,xAttr
19943,xEffect,xNeed
19944,xIntent,xNeed
19945,xEffect,xIntent
19946,xIntent,xNeed
19947,xIntent,xWant
19948,xWant,xNeed
19949,xIntent,xWant
19950,xIntent,xIntent
19951,xAttr,xAttr
19952,xIntent,xWant
19953,oEffect,xEffect
19954,xIntent,oWant
19955,xEffect,xEffect
19956,xIntent,xEffect
19957,xIntent,xAttr
19958,xIntent,xNeed
19959,xIntent,oEffect
19960,xIntent,xWant
19961,xWant,oEffect
19962,xIntent,xEffect
19963,xIntent,oReact
19964,xIntent,oWant
19965,xEffect,xEffect
19966,xIntent,xIntent
19967,xIntent,xEffect
19968,xIntent,xWant
19969,xIntent,xAttr
19970,xEffect,xAttr
19971,oEffect,xIntent
19972,xWant,xReact
19973,oWant,xEffect
19974,xAttr,xAttr
19975,xIntent,xWant
19976,xEffect,xAttr
19977,xReact,xAttr
19978,xIntent,xAttr
19979,xWant,xWant
19980,oEffect,xNeed
19981,xIntent,xEffect
19982,oEffect,oEffect
19983,xIntent,oWant
19984,xAttr,xReact
19985,xEffect,oEffect
19986,xIntent,xEffect
19987,xWant,xEffect
19988,xWant,oReact
19989,xAttr,xAttr
19990,xIntent,oWant
19991,xAttr,xReact
19992,xIntent,xNeed
19993,xIntent,oWant
19994,xEffect,xEffect
19995,xAttr,xAttr
19996,oReact,oWant
19997,xIntent,oWant
19998,xAttr,xAttr
19999,xAttr,xIntent
